timestamp,temperature,humidity,soil_moisture,soil_ph,water_tds,solar_radiation,wind_speed,rainfall_last_24h,time_since_irrigation,leaf_temperature,crop_type,growth_stage,needs_irrigation,overwatered,drought_stress,high_et,optimal_moisture,ph_stress,poor_water_quality,heat_stress,low_humidity_stress,healthy,valve_on_minutes,label
2022-06-03 10:33:36,42.71,14.27,44.19,5.624,486.7,1068.2,10.89,0.0,15.19,43.73,vegetables,flowering,0,0,0,1,1,0,0,1,1,0,10,High Evapotranspiration + Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-03 14:56:24,47.91,24.5,44.17,5.927,223.8,773.0,13.83,2.77,40.86,47.97,wheat,vegetative,0,0,0,1,1,0,0,1,0,0,5,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-03 19:19:12,50.0,25.69,63.42,5.361,339.7,57.7,3.04,0.0,2.12,51.81,wheat,flowering,0,0,0,0,1,1,0,1,0,0,0,Optimal Moisture + pH Stress + Heat Stress
2022-06-03 23:42:00,46.74,10.0,69.52,4.106,309.2,41.0,2.14,0.0,7.64,45.92,wheat,vegetative,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-04 04:04:48,44.02,29.59,49.93,5.82,906.8,40.0,3.76,0.0,16.58,44.32,rice,maturity,0,0,0,0,1,0,0,1,0,0,15,Optimal Moisture + Heat Stress
2022-06-04 08:27:36,38.5,42.08,46.35,6.423,81.8,749.5,12.52,0.0,16.0,38.04,cotton,maturity,0,0,0,0,1,0,0,0,0,1,5,Optimal Moisture + Healthy
2022-06-04 12:50:24,46.0,20.18,44.37,7.031,1108.3,986.1,11.39,0.0,25.94,51.68,rice,vegetative,1,0,0,1,0,0,0,1,1,0,20,Needs Irrigation + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-04 17:13:12,49.18,20.92,74.65,5.824,561.1,188.9,8.44,0.0,26.32,48.59,rice,vegetative,0,0,0,0,1,0,0,1,0,0,5,Optimal Moisture + Heat Stress
2022-06-04 21:36:00,49.23,24.82,45.91,5.836,370.2,123.4,4.5,0.0,1.31,47.13,cotton,vegetative,0,0,0,0,1,0,0,1,0,0,5,Optimal Moisture + Heat Stress
2022-06-05 01:58:48,48.08,14.09,32.38,7.431,112.7,0.0,5.44,0.0,73.83,45.24,wheat,vegetative,0,0,0,0,1,0,0,1,1,0,15,Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-05 06:21:36,38.09,25.71,49.83,5.069,94.2,0.0,17.97,0.0,78.58,36.24,rice,flowering,0,0,0,0,1,1,0,0,1,0,25,Optimal Moisture + pH Stress + Low Humidity Stress
2022-06-05 10:44:24,36.71,13.27,17.59,6.237,216.9,1017.8,7.23,0.0,39.53,41.15,rice,maturity,1,0,1,1,0,0,0,0,1,0,50,Needs Irrigation + Drought Stress + High Evapotranspiration + Low Humidity Stress
2022-06-05 15:07:12,45.2,19.98,5.0,7.357,531.8,757.3,16.42,0.0,34.97,49.69,cotton,flowering,1,0,1,1,0,0,0,1,1,0,60,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-05 19:30:00,50.0,19.62,52.06,5.692,328.8,0.0,8.32,0.0,22.28,48.84,vegetables,maturity,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-05 23:52:48,50.0,19.78,59.39,4.866,509.6,93.4,2.92,0.0,11.58,49.35,wheat,vegetative,0,0,0,0,1,1,0,1,0,0,10,Optimal Moisture + pH Stress + Heat Stress
2022-06-06 04:15:36,41.75,31.13,25.59,8.107,110.2,0.0,6.96,0.0,4.17,43.0,cotton,vegetative,0,0,0,0,1,1,0,1,0,0,20,Optimal Moisture + pH Stress + Heat Stress
2022-06-06 08:38:24,42.19,14.25,5.0,7.199,341.5,717.9,18.38,0.0,33.12,47.92,cotton,flowering,1,0,1,1,0,0,0,1,1,0,65,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-06 13:01:12,39.89,18.15,67.64,7.23,751.1,1038.2,9.3,0.0,1.44,39.76,wheat,vegetative,0,1,0,1,0,0,0,0,0,0,0,Overwatered + High Evapotranspiration
2022-06-06 17:24:00,48.36,33.65,35.21,6.311,981.3,80.7,13.66,0.0,12.58,47.47,cotton,flowering,0,0,0,0,1,0,0,1,0,0,10,Optimal Moisture + Heat Stress
2022-06-06 21:46:48,49.46,14.41,66.84,7.041,129.0,0.0,4.58,0.0,50.91,48.17,wheat,vegetative,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-07 02:09:36,44.33,21.65,33.97,3.91,253.7,0.0,8.2,0.0,4.17,44.13,wheat,seedling,0,0,0,0,1,1,0,1,1,0,10,Optimal Moisture + pH Stress + Heat Stress + Low Humidity Stress
2022-06-07 06:32:24,39.5,22.87,53.64,5.963,255.8,228.2,13.11,0.0,4.1,38.15,sugarcane,maturity,0,0,0,0,1,0,0,0,0,1,5,Optimal Moisture + Healthy
2022-06-07 10:55:12,42.24,14.01,5.0,7.348,206.5,1039.5,17.97,0.0,62.03,49.06,sugarcane,vegetative,1,0,1,1,0,0,0,1,1,0,75,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-07 15:18:00,45.74,33.4,60.83,5.004,652.5,673.7,9.12,0.0,32.75,44.32,vegetables,maturity,0,0,0,0,1,1,0,1,0,0,5,Optimal Moisture + pH Stress + Heat Stress
2022-06-07 19:40:48,50.0,10.84,78.49,6.067,2845.8,0.0,9.1,0.0,68.96,50.55,rice,maturity,0,0,0,0,1,0,1,1,0,0,0,Optimal Moisture + Poor Water Quality + Heat Stress
2022-06-08 00:03:36,47.7,10.0,58.06,6.72,143.3,83.7,0.36,0.0,8.17,48.42,wheat,flowering,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-08 04:26:24,39.0,20.02,26.59,5.616,454.2,102.5,4.54,0.0,24.09,45.32,vegetables,flowering,1,0,1,0,0,0,0,1,1,0,50,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-08 08:49:12,38.74,10.0,83.29,6.407,412.3,818.8,6.85,0.0,5.25,36.82,rice,flowering,0,1,0,1,0,0,0,0,0,0,0,Overwatered + High Evapotranspiration
2022-06-08 13:12:00,43.28,15.01,63.58,6.786,418.9,1075.4,5.33,0.0,7.16,43.62,wheat,maturity,0,0,0,1,1,0,0,1,0,0,0,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-08 17:34:48,49.29,10.0,15.58,6.702,897.6,144.2,5.19,0.0,29.63,55.01,cotton,vegetative,1,0,1,0,0,0,0,1,1,0,45,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-08 21:57:36,50.0,21.38,46.27,5.999,437.0,0.0,5.31,0.0,77.99,49.93,wheat,vegetative,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-09 02:20:24,44.58,14.07,84.85,5.571,66.5,0.0,17.95,0.0,50.38,43.54,sugarcane,flowering,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-09 06:43:12,38.17,32.93,47.31,6.796,112.4,156.4,10.07,0.0,8.86,35.61,rice,vegetative,0,0,0,0,1,0,0,0,0,1,15,Optimal Moisture + Healthy
2022-06-09 11:06:00,43.96,33.17,38.43,6.739,148.4,937.3,9.41,0.0,3.28,43.57,vegetables,vegetative,0,0,0,1,1,0,0,1,0,0,10,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-09 15:28:48,44.24,27.41,70.5,6.69,188.4,748.3,22.42,0.0,5.58,43.48,rice,vegetative,0,0,0,1,1,0,0,1,0,0,0,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-09 19:51:36,49.11,14.79,39.36,6.514,297.5,0.0,3.32,0.0,3.53,50.02,cotton,flowering,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-10 00:14:24,50.0,17.57,65.19,6.74,281.2,83.7,7.06,0.0,2.16,47.65,cotton,maturity,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-10 04:37:12,38.55,11.17,53.84,7.277,84.1,61.7,9.21,0.0,12.42,42.77,wheat,vegetative,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-10 09:00:00,35.76,25.78,33.54,6.71,98.8,814.0,3.96,0.0,5.11,42.37,sugarcane,maturity,1,0,0,0,0,0,0,1,1,0,20,Needs Irrigation + Heat Stress + Low Humidity Stress
2022-06-10 13:22:48,45.78,11.72,71.21,6.498,67.4,1069.6,13.05,27.65,6.27,45.68,vegetables,flowering,0,0,0,1,1,0,0,1,0,0,0,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-10 17:45:36,44.73,26.5,67.54,5.873,103.0,28.6,2.77,0.0,2.43,43.88,sugarcane,maturity,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-10 22:08:24,49.44,39.88,7.07,7.786,694.6,130.0,3.15,0.0,45.92,52.79,sugarcane,flowering,1,0,1,0,0,1,0,1,0,0,85,Needs Irrigation + Drought Stress + pH Stress + Heat Stress
2022-06-11 02:31:12,49.52,21.41,65.04,5.277,269.7,3.0,3.41,34.85,18.86,47.13,cotton,flowering,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-11 06:54:00,35.34,10.0,36.43,6.197,161.7,277.2,16.15,0.0,12.69,39.65,sugarcane,seedling,1,0,0,0,0,0,0,0,1,0,10,Needs Irrigation + Low Humidity Stress
2022-06-11 11:16:48,36.07,23.74,10.1,5.891,78.4,1031.3,12.67,0.0,72.7,43.15,wheat,maturity,1,0,1,1,0,0,0,1,1,0,45,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-11 15:39:36,43.72,22.36,70.99,4.573,154.5,567.9,11.05,0.0,6.27,42.63,wheat,seedling,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-11 20:02:24,50.0,17.33,56.5,6.754,520.8,33.4,8.01,0.0,4.44,50.97,wheat,maturity,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-12 00:25:12,50.0,10.22,69.07,6.197,471.9,15.2,4.99,0.0,5.78,50.51,rice,maturity,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-12 04:48:00,39.68,26.74,55.92,6.432,273.3,0.0,8.85,0.0,8.27,39.36,rice,vegetative,0,0,0,0,1,0,0,0,1,0,10,Optimal Moisture + Low Humidity Stress
2022-06-12 09:10:48,40.96,12.39,55.76,6.221,270.4,708.5,8.52,0.0,11.01,40.48,rice,vegetative,0,0,0,1,1,0,0,0,1,0,5,High Evapotranspiration + Optimal Moisture + Low Humidity Stress
2022-06-12 13:33:36,47.75,10.0,6.25,7.153,87.5,919.5,5.98,0.0,53.83,54.14,vegetables,flowering,1,0,1,1,0,0,0,1,1,0,85,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-12 17:56:24,50.0,22.61,78.93,7.281,184.6,102.9,9.87,0.0,2.46,49.85,rice,vegetative,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-12 22:19:12,49.29,10.0,80.18,5.299,501.0,0.0,3.0,0.0,22.34,49.02,rice,maturity,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-13 02:42:00,38.14,30.78,42.19,8.165,199.1,0.0,3.8,0.0,26.13,37.99,cotton,seedling,0,0,0,0,1,1,0,0,0,0,0,Optimal Moisture + pH Stress
2022-06-13 07:04:48,37.11,14.38,67.97,6.16,1116.1,404.2,12.92,0.0,16.04,35.39,wheat,seedling,0,1,0,0,0,0,0,0,0,0,0,Overwatered
2022-06-13 11:27:36,40.21,40.27,41.15,6.988,815.8,1008.1,12.36,0.0,41.45,40.76,vegetables,maturity,0,0,0,0,1,0,0,0,0,1,15,Optimal Moisture + Healthy
2022-06-13 15:50:24,47.11,12.24,5.0,6.58,235.0,539.1,10.6,0.0,88.6,51.54,wheat,flowering,1,0,1,0,0,0,0,1,1,0,80,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-13 20:13:12,50.0,15.03,57.45,6.506,270.7,0.0,6.4,0.0,52.95,51.77,sugarcane,maturity,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-14 00:36:00,49.94,20.32,81.16,6.957,1749.9,113.3,6.16,16.31,14.93,47.53,vegetables,vegetative,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-14 04:58:48,43.98,16.73,67.1,7.718,623.5,139.5,9.83,0.0,8.74,41.79,wheat,flowering,0,1,0,0,0,1,0,0,0,0,0,Overwatered + pH Stress
2022-06-14 09:21:36,38.94,26.89,36.24,7.177,348.2,897.2,12.93,0.0,3.46,37.13,wheat,flowering,0,0,0,1,1,0,0,0,1,0,15,High Evapotranspiration + Optimal Moisture + Low Humidity Stress
2022-06-14 13:44:24,47.32,24.48,31.96,6.157,379.7,1042.2,10.16,0.0,31.73,50.4,vegetables,flowering,1,0,0,1,0,0,0,1,1,0,35,Needs Irrigation + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-14 18:07:12,50.0,25.94,45.75,6.316,369.3,0.0,18.0,0.0,25.23,47.32,vegetables,flowering,0,0,0,0,1,0,0,1,1,0,10,Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-14 22:30:00,49.92,24.48,14.7,5.837,326.1,136.3,16.92,0.0,33.39,53.41,vegetables,flowering,1,0,1,0,0,0,0,1,1,0,65,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-15 02:52:48,45.92,19.07,71.44,7.115,147.9,18.7,6.34,0.0,33.95,47.18,vegetables,vegetative,0,0,0,0,1,0,0,1,0,0,5,Optimal Moisture + Heat Stress
2022-06-15 07:15:36,39.3,24.26,39.62,6.99,244.3,413.0,13.12,7.63,48.44,38.18,wheat,vegetative,0,0,0,0,1,0,0,0,1,0,15,Optimal Moisture + Low Humidity Stress
2022-06-15 11:38:24,46.66,41.2,64.43,6.058,112.5,1086.5,10.85,0.0,5.31,48.51,rice,flowering,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-15 16:01:12,44.43,30.29,5.0,7.727,568.8,526.6,8.97,0.0,54.93,50.44,wheat,vegetative,1,0,1,0,0,1,0,1,0,0,60,Needs Irrigation + Drought Stress + pH Stress + Heat Stress
2022-06-15 20:24:00,49.68,10.0,79.44,7.474,299.1,116.4,1.82,0.0,0.5,49.62,sugarcane,flowering,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-16 00:46:48,46.59,21.28,37.94,8.224,590.9,37.8,8.24,0.0,1.06,46.19,cotton,vegetative,0,0,0,0,1,1,0,1,0,0,10,Optimal Moisture + pH Stress + Heat Stress
2022-06-16 05:09:36,41.69,21.03,36.62,5.61,127.0,101.6,14.32,0.0,17.46,47.2,rice,flowering,1,0,0,0,0,0,0,1,1,0,30,Needs Irrigation + Heat Stress + Low Humidity Stress
2022-06-16 09:32:24,42.65,22.11,26.97,6.3,959.6,895.8,13.73,0.0,4.89,45.68,wheat,flowering,1,0,0,1,0,0,0,1,1,0,25,Needs Irrigation + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-16 13:55:12,44.81,10.65,45.0,6.203,874.2,904.4,14.08,0.0,0.95,49.4,rice,vegetative,1,0,0,1,0,0,0,1,1,0,20,Needs Irrigation + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-16 18:18:00,46.86,16.46,68.73,9.004,101.4,0.0,3.41,0.0,28.97,45.84,rice,seedling,0,0,0,0,1,1,0,1,0,0,0,Optimal Moisture + pH Stress + Heat Stress
2022-06-16 22:40:48,50.0,34.12,44.17,6.41,226.0,7.2,5.73,0.0,1.84,49.57,vegetables,seedling,0,0,0,0,1,0,0,1,0,0,5,Optimal Moisture + Heat Stress
2022-06-17 03:03:36,45.25,26.85,23.42,7.665,245.2,0.0,4.31,0.0,2.16,53.06,cotton,flowering,1,0,0,0,0,1,0,1,1,0,20,Needs Irrigation + pH Stress + Heat Stress + Low Humidity Stress
2022-06-17 07:26:24,34.2,10.0,73.63,7.435,112.3,325.5,6.35,0.0,14.74,33.25,sugarcane,maturity,0,0,0,0,1,0,0,0,0,1,5,Optimal Moisture + Healthy
2022-06-17 11:49:12,41.74,35.23,56.26,6.316,271.8,1182.4,11.31,0.0,20.38,43.67,cotton,seedling,0,0,0,1,1,0,0,1,0,0,0,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-17 16:12:00,44.29,32.17,5.0,6.456,502.0,461.1,7.16,0.0,63.28,47.68,wheat,flowering,1,0,1,0,0,0,0,1,0,0,75,Needs Irrigation + Drought Stress + Heat Stress
2022-06-17 20:34:48,49.27,15.4,42.48,6.923,232.3,9.7,8.07,0.0,9.07,49.88,vegetables,vegetative,0,0,0,0,1,0,0,1,1,0,10,Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-18 00:57:36,44.35,29.03,54.5,7.658,91.4,20.7,6.63,0.0,26.0,42.66,vegetables,vegetative,0,0,0,0,1,1,0,1,0,0,5,Optimal Moisture + pH Stress + Heat Stress
2022-06-18 05:20:24,42.41,16.3,18.55,6.228,589.6,0.0,4.92,0.0,88.97,46.1,cotton,maturity,1,0,1,0,0,0,0,1,1,0,30,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-18 09:43:12,39.87,21.71,5.0,5.891,182.4,1010.6,4.99,0.0,65.63,47.87,vegetables,vegetative,1,0,1,1,0,0,0,1,1,0,65,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-18 14:06:00,41.93,37.89,31.36,7.332,197.4,859.5,16.59,0.0,10.37,39.82,cotton,vegetative,0,0,0,1,1,0,0,0,0,0,15,High Evapotranspiration + Optimal Moisture
2022-06-18 18:28:48,50.0,15.9,65.24,5.253,1165.6,18.3,0.75,0.0,6.99,47.48,cotton,seedling,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-18 22:51:36,45.8,10.0,88.96,6.653,444.7,17.2,0.26,4.28,1.97,43.25,rice,seedling,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-19 03:14:24,43.89,22.62,80.17,7.46,180.0,0.0,12.29,16.22,37.23,41.4,wheat,vegetative,0,1,0,0,0,0,0,0,0,0,0,Overwatered
2022-06-19 07:37:12,36.96,27.68,50.24,6.83,135.4,361.0,25.01,0.0,5.45,34.97,wheat,seedling,0,0,0,0,1,0,0,0,0,1,0,Optimal Moisture + Healthy
2022-06-19 12:00:00,41.05,36.11,5.0,5.833,681.6,1160.9,13.41,0.0,95.91,48.93,wheat,flowering,1,0,1,1,0,0,0,1,0,0,80,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress
2022-06-19 16:22:48,49.71,18.96,33.41,5.399,647.3,508.2,2.13,9.18,17.21,46.72,cotton,vegetative,0,0,0,0,1,1,0,1,1,0,10,Optimal Moisture + pH Stress + Heat Stress + Low Humidity Stress
2022-06-19 20:45:36,50.0,14.82,69.1,7.587,225.9,0.0,4.23,4.28,21.14,48.79,rice,flowering,0,0,0,0,1,1,0,1,0,0,0,Optimal Moisture + pH Stress + Heat Stress
2022-06-20 01:08:24,49.64,28.56,48.26,6.224,128.5,49.5,18.25,17.96,29.86,48.02,cotton,vegetative,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-20 05:31:12,39.97,27.49,64.53,5.499,441.1,26.2,11.9,0.0,63.66,40.54,sugarcane,vegetative,0,0,0,0,1,1,0,0,0,0,0,Optimal Moisture + pH Stress
2022-06-20 09:54:00,40.44,19.3,20.6,7.539,515.7,848.3,10.71,0.0,10.72,45.14,wheat,flowering,1,0,0,1,0,1,0,1,1,0,30,Needs Irrigation + High Evapotranspiration + pH Stress + Heat Stress + Low Humidity Stress
2022-06-20 14:16:48,44.27,33.57,29.69,7.201,249.7,852.2,6.84,0.0,29.03,50.77,rice,maturity,1,0,1,1,0,0,0,1,0,0,35,Needs Irrigation + Drought Stress + High Evapotranspiration + Heat Stress
2022-06-20 18:39:36,50.0,20.63,74.38,5.348,144.4,79.7,0.86,0.0,18.61,48.26,vegetables,seedling,0,1,0,0,0,1,0,1,0,0,0,Overwatered + pH Stress + Heat Stress
2022-06-20 23:02:24,50.0,18.91,33.24,8.914,336.5,21.7,1.05,0.0,22.16,47.95,wheat,maturity,0,0,0,0,1,1,0,1,1,0,10,Optimal Moisture + pH Stress + Heat Stress + Low Humidity Stress
2022-06-21 03:25:12,42.51,26.38,35.17,5.859,467.0,0.0,8.73,0.0,29.83,42.16,wheat,flowering,0,0,0,0,1,0,0,1,1,0,15,Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-21 07:48:00,34.43,21.2,6.76,7.184,229.2,439.3,2.44,0.0,59.14,38.12,rice,flowering,1,0,1,0,0,0,0,0,1,0,90,Needs Irrigation + Drought Stress + Low Humidity Stress
2022-06-21 12:10:48,42.98,19.67,31.5,8.387,402.0,1062.9,25.14,0.0,2.11,40.24,wheat,flowering,0,0,0,1,1,1,0,0,1,0,20,High Evapotranspiration + Optimal Moisture + pH Stress + Low Humidity Stress
2022-06-21 16:33:36,49.55,19.52,8.29,7.288,433.0,376.5,4.82,2.45,64.22,56.0,sugarcane,seedling,1,0,1,0,0,0,0,1,1,0,40,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-21 20:56:24,49.05,18.12,44.44,6.659,779.8,0.0,10.14,0.0,5.84,47.19,vegetables,seedling,0,0,0,0,1,0,0,1,1,0,5,Optimal Moisture + Heat Stress + Low Humidity Stress
2022-06-22 01:19:12,42.76,36.32,58.84,4.968,240.9,0.0,3.35,0.93,5.77,44.94,cotton,flowering,0,0,0,0,1,1,0,1,0,0,0,Optimal Moisture + pH Stress + Heat Stress
2022-06-22 05:42:00,43.64,26.16,46.62,8.441,140.5,79.8,7.82,0.0,4.73,45.77,sugarcane,vegetative,0,0,0,0,1,1,0,1,1,0,10,Optimal Moisture + pH Stress + Heat Stress + Low Humidity Stress
2022-06-22 10:04:48,40.98,33.89,54.22,7.265,314.0,1029.9,4.9,25.92,54.12,42.31,vegetables,maturity,0,0,0,1,1,0,0,1,0,0,0,High Evapotranspiration + Optimal Moisture + Heat Stress
2022-06-22 14:27:36,45.03,23.24,22.4,4.985,1171.0,792.2,13.49,0.0,5.62,49.46,wheat,vegetative,1,0,0,1,0,1,0,1,1,0,25,Needs Irrigation + High Evapotranspiration + pH Stress + Heat Stress + Low Humidity Stress
2022-06-22 18:50:24,47.78,30.6,37.26,7.945,88.0,9.5,8.38,0.0,8.54,54.81,sugarcane,seedling,1,0,0,0,0,1,0,1,0,0,15,Needs Irrigation + pH Stress + Heat Stress
2022-06-22 23:13:12,46.84,25.38,62.32,6.461,58.3,0.0,2.36,0.0,4.47,45.18,cotton,flowering,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-23 03:36:00,45.68,23.07,67.22,6.122,304.6,0.0,12.81,0.0,0.5,44.36,vegetables,vegetative,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-23 07:58:48,39.21,27.68,32.72,5.828,248.5,517.4,9.38,0.0,43.38,42.78,sugarcane,flowering,1,0,0,0,0,0,0,1,1,0,40,Needs Irrigation + Heat Stress + Low Humidity Stress
2022-06-23 12:21:36,40.98,17.89,31.6,6.571,282.5,1065.2,18.11,0.0,11.03,48.67,rice,flowering,1,0,0,1,0,0,0,1,1,0,40,Needs Irrigation + High Evapotranspiration + Heat Stress + Low Humidity Stress
2022-06-23 16:44:24,50.0,24.27,9.91,7.208,274.7,498.2,15.9,0.0,43.79,54.44,wheat,maturity,1,0,1,0,0,0,0,1,1,0,45,Needs Irrigation + Drought Stress + Heat Stress + Low Humidity Stress
2022-06-23 21:07:12,48.58,20.42,60.87,5.905,702.2,0.0,15.08,0.0,15.42,47.4,wheat,flowering,0,0,0,0,1,0,0,1,0,0,0,Optimal Moisture + Heat Stress
2022-06-24 01:30:00,49.37,15.95,86.16,6.528,319.9,0.0,2.23,50.19,27.65,48.19,rice,flowering,0,1,0,0,0,0,0,1,0,0,0,Overwatered + Heat Stress
2022-06-24 05:52:48,43.12,35.11,75.26,9.2,610.8,0.0,2.88,0.0,3.33,41.55,vegetables,flowering,0,1,0,0,0,1,0,0,0,0,0,Overwatered + pH Stress
